source1_id,true_candidate_id,candidate_source,country,source1_name,true_candidate_name,source1_address,true_candidate_address,source1_core_name,candidate_core_name,pass_name_prefix_4,pass_name_prefix_6,pass_name_tokens,pass_name_sorted,pass_name_compressed,pass_address_key,common_keys,failure_category,failure_reason
S1-996196567,S3-941021301,source3,India,Swastik Consultants,स्वस्तिक कंसल्टेंट्स,"P.N 121, Jaipur, Shri Govind Nagar First, Niwaroo, Jaipur, Rajasthan","P.n 521, Jaipur, RJ",swastik consultants,सवसत क क सलट टस,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-71236461,S3-664584782,source3,India,Alpha Best Infotech Private Limited,अल्फा बेस्ट इंफोटेक प्राइवेट लिमिटेड,"3/16West Patel Nagar, New Delhi, West Delhi, Delhi","16West Patel Nagar, New Delhi, West Delhi, DL",alpha best infotech,अलफ ब सट इ फ ट क पर इव ट ल म ट ड,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-171232743,S3-636690699,source3,India,Services Tauras Investment Private Limited,Services Tauraa Investment Private Limited,"Bldg No. 218 / F, Madappatuparambil, Pannithadam, Chiramanangad P.O. Kunnamkulam, Thrissur, Kerala",,services tauras investment,services tauraa investment,True,True,True,False,False,False,India|NP4|serv;India|TOK|investment;India|NP6|servic,Key pruned (Block size > 500),"All shared keys (['India|NP4|serv', 'India|TOK|investment', 'India|NP6|servic']) exceeded max_block_size"
S1-962138329,S3-216353340,source3,US,Jones Digitalbridge LLC,Jones LLC Center,"Unit STE C, CA, 6723 32nd Street, North Highlands","32nd St, Unit STE C, N. Highlands, California",jones digitalbridge,jones llc center,True,False,True,False,False,False,US|NP4|jone;US|TOK|jones,Key pruned (Block size > 500),"All shared keys (['US|NP4|jone', 'US|TOK|jones']) exceeded max_block_size"
S1-927634906,S2-17753117,source2,US,Upper Atlanta LLC,UPPER LLC CENTER,"W7894 Keller Road, Town Of Evergreen, WI","W789 KELLER RD, TOWN OF EVERGREEN, WI",upper atlanta,upper llc center,True,False,True,False,False,False,US|TOK|upper;US|NP4|uppe,Key pruned (Block size > 500),"All shared keys (['US|TOK|upper', 'US|NP4|uppe']) exceeded max_block_size"
S1-377252843,S3-49965116,source3,India,Fortune Solutions Private Limited,Fortune-Solutions Prviahe Limited - 1244898370,"Agra Gate Chunhgi Shikohabad, Shikohabad, Firozabad, Uttar Pradesh","Agra Gate Chunhgi Shikohabad, Shikohabad, Firozabad, UP",fortune solutions,fortune solutions prviahe ltd 1244898370,True,True,True,False,False,False,India|NP4|fort;India|TOK|fortune;India|NP6|fortun,Key pruned (Block size > 500),"All shared keys (['India|NP4|fort', 'India|TOK|fortune', 'India|NP6|fortun']) exceeded max_block_size"
S1-986953974,S2-680677312,source2,India,Shivam International Pvt Ltd,શિવમ ઇન્ટરનેશનલ પ્રા. લિ.,"Shivalik House, Nr. Aarjav Society, Nr.Satellite Policestation, Opp.Satyagruh, Chhavani, Ahmedabad, Gujarat","SHIVALIK HOUSE, NR. AARJAV SOCIETY, NR.SATELLITE POLICESTATION, OPP.SATYAGRUH, CHHAVANI, AHMEDABAD, Gujarat",shivam international,શ વમ ઇનટરન શનલ પર લ,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-249124616,S3-9585535,source3,India,North Producer Private Limited,नॉर्थ प्रोड्यूसर प्राइवेट लिमिटेड,"H No 151 Ganpati Galli Waluj, Aurangabad, Maharashtra","MH, Aurangabad, #1-51 Ganpati Galli Waluj",north producer,न रथ पर डय सर पर इव ट ल म ट ड,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-68298109,S3-744796188,source3,US,General Electronics Partners,General-Electronics,"1681 Big Branch Road, Clyde, NC","1681-1683 Big Branch Road, Clyde, North Carolina",general electronics partners,general electronics,True,True,True,False,False,False,US|TOK|general;US|NP4|gene;US|TOK|electronics;US|NP6|genera,Truncated by max_candidates_per_query,"Shared key survived (['US|NP6|genera']), but candidate rank exceeded top-200"
S1-485677069,S2-863904537,source2,India,South Impex Private Limited,साउथ इम्पेक्स प्राइवेट लिमिटेड,"Mumbai, Maharashtra, 12 Kamor Bldg 1St Floorcanvasji Patel Street, Mumbai","A-12 KAMOR BLDG 1ST FLOORCANVASJI PATEL STREET, MUMBAI, Maharashtra",south impex,स उथ इमप कस पर इव ट ल म ट ड,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-93741603,S3-981096747,source3,US,Aguilar Diversified LLC,Aguilar Diervsmfeid LLC,"21255 Summit Drive, Sheridan, OR",,aguilar diversified,aguilar diervsmfeid,True,True,True,False,False,False,US|NP6|aguila;US|NP4|agui;US|TOK|aguilar,Truncated by max_candidates_per_query,"Shared key survived (['US|NP6|aguila']), but candidate rank exceeded top-200"
S1-521254993,S3-96785772,source3,India,Life Healthcare Private Limited,लाइफ हेल्थकेयर प्राइवेट लिमिटेड,"C/O Ketan Rajendra Mande, Dahiwad, Amalner, Amalner, Jalgaon, Maharashtra","C/o Ketan Rajendra Mande, Dahiwad, Amalner, Amalner, Jalgaon, MH",life healthcare,ल इफ ह लथक यर पर इव ट ल म ट ड,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-958383057,S3-264224599,source3,India,Agro Mahan Laboratories Company,Mahan Agro,"12, 3Rd Cross Street, Trustpuram, Madras 24 Trustpuram, Madras 24, Trustpuram, Madras 24, Chennai, Tamil Nadu","3Rd Cross Street, Trustpuram, Madras 24 Trustpuram, Madras 24, Trustpuram, 12, Chennai, Madras 24, Tamil Nadu",agro mahan laboratories,mahan agro,False,False,True,False,False,False,India|TOK|mahan;India|TOK|agro,Truncated by max_candidates_per_query,"Shared key survived (['India|TOK|mahan']), but candidate rank exceeded top-200"
S1-21691801,S3-972241629,source3,US,Liberty League,Liberty League League,"163 Rustic Street, Unit Unit 2, Rochester, NY","16 Rustic Street, # Unit 2, Rochester, New York",liberty league,liberty league league,True,True,True,False,False,False,US|TOK|liberty;US|NP6|libert;US|TOK|league;US|NP4|libe,Key pruned (Block size > 500),"All shared keys (['US|TOK|liberty', 'US|NP6|libert', 'US|TOK|league', 'US|NP4|libe']) exceeded max_block_size"
S1-498057897,S3-966125587,source3,US,Young International,Young Center,"AR, 721 Miller County 39, Fouke","721 Millre County 39, Fouke, Arkansas",young international,young center,True,False,True,False,False,False,US|NP4|youn;US|TOK|young,Key pruned (Block size > 500),"All shared keys (['US|NP4|youn', 'US|TOK|young']) exceeded max_block_size"
S1-456253258,S3-547736790,source3,India,International Projects Private Limited,इंटरनेशनल प्रोजेक्ट्स प्राइवेट लिमिटेड,"Flat No. 271, F/F Dda Pul Prahlad Pur, New Delhi, South Delhi, Delhi","#271, New Delhi, DL, South Delhi",international projects,इ टरन शनल पर ज कटस पर इव ट ल म ट ड,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-230957344,S2-58643919,source2,India,Indore Bliss,INDORE SERVICES,"Office No.516, Apollo Creation, Near Vijay Nagar Square, Sheetal Nagar, Indore, Madhya Pradesh","BLOCK G-29 OFFICE NO.516, APOLLO CREATION, NEAR VIJAY NAGAR SQUARE, SHEETAL NAGAR, INDORE, Madhya Pradesh",indore bliss,indore services,True,True,True,False,False,False,India|NP6|indore;India|NP4|indo;India|TOK|indore,Key pruned (Block size > 500),"All shared keys (['India|NP6|indore', 'India|NP4|indo', 'India|TOK|indore']) exceeded max_block_size"
S1-984233875,S3-553238033,source3,India,Good Business Limited,ગુડ બિઝનેસ લિમિટેડ,"5, Shivam Estate, Dantali Gidc, Nr. Deepkiran Foods, Kalol, Gandhi Nagar, Gujarat","5/2, Shivam Estate, Dantali Gidc, Nr. Deepkiran Foods, Gandhi Nagar, Kalol, GJ",good business,ગ ડ બ ઝન સ લ મ ટ ડ,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-576496637,S2-759236253,source2,India,Royal Industries Private Limited,रॉयल इंडस्ट्रीज प्राइवेट लिमिटेड,"Chandra Bhusan Pandey, Dharampur Bandey Via- Shahpur Patori, Samastipur, Bihar","CHANDRA BHUSAN PANDEY, DHARAMPUR BANDEY VIA- SHAHPUR PATORI, बिहार, SAMASTIPUR",royal industries,र यल इ डसटर ज पर इव ट ल म ट ड,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-351961485,S3-783457347,source3,India,White Infrastructure Pvt Ltd,White lnfrastructure Pvt Ltd.,"Office-No-207, Marathon Monte Plaza, Madan Mohan Mamumbai, Mumbai, Mumbai City, Maharashtra","Office-no-20, Marathon Monte Plaza, Madan Mohan Mamumbai, Mumbai, Bhandup, MH",white infrastructure,white lnfrastructure,True,False,True,False,False,False,India|NP4|whit;India|TOK|white,Key pruned (Block size > 500),"All shared keys (['India|NP4|whit', 'India|TOK|white']) exceeded max_block_size"
S1-511120022,S3-219444701,source3,India,Creative Constructions Private Limited,క్రియేటివ్ కన్‌స్ట్రక్షన్స్ ప్రైవేట్ లిమిటెడ్,"Telangana, Secunderabad, 6-4-36/6/9 Bholakpur, Hyderabad, C/O T Rajalingam","Hn D/597 C/o T Rajalingam, 6-4-36/6/9 Bholakpur, Secunderabad, Hyderabad, తెలంగాణ",creative constructions,కర య ట వ కన సటరకషనస పర వ ట ల మ ట డ,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-580220633,S2-410543484,source2,India,Apex Marketing Limited,ಅಪೆಕ್ಸ್ ಮಾರ್ಕೆಟಿಂಗ್ ಲಿಮಿಟೆಡ್,"No 130/1/B Hanumanthe Gowda Compound Post Immadihalli Whitefeild, Bangalore, Karnataka","NO 129/1/B HANUMANTHE GOWDA COMPOUND POST IMMADIHALLI WHITEFEILD, BANGALORE, Karnataka",apex marketing,ಅಪ ಕಸ ಮ ರಕ ಟ ಗ ಲ ಮ ಟ ಡ,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-976383283,S2-621554117,source2,India,Ram Krishna Services Private Limited,ராம் கிருஷ்ணா சர்வீசஸ் பிரைவேட் லிமிடெட்,"Flat.No.3, Banyan View, Iii Floor, New.No.39, Karpagam Garden, 1St Main Road, Adyar, Chennai, Tamil Nadu","FLAT.NO.D/3, CHENNAI, தமிழ்நாடு",ram krishna services,ர ம க ர ஷண சரவ சஸ ப ர வ ட ல ம ட ட,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-590321576,S3-483239231,source3,India,Vision Global Pvt Ltd,Dr Vision Global Pvt  Ltd,"Kota, Rajasthan, Kota, Gopal Vihar, Baran Road, 33","Door No 180 33, Gopal Vihar, Baran Road, Kota, राजस्थान",vision global,dr vision global,False,False,True,False,False,False,India|TOK|vision,Key pruned (Block size > 500),All shared keys (['India|TOK|vision']) exceeded max_block_size
S1-432931957,S2-596145832,source2,US,Internal Medicine Signature Associates L.L.C.,Internal Medicine Stcnnacure Associates (L.L.C.),"2780 Rock Creek Road, Creston, NC","CRESTON, NC, 2780-2782 ROCK CREEK ROAD",internal medicine signature associates,internal medicine stcnnacure associates,True,True,True,False,False,False,US|TOK|medicine;US|NP6|intern;US|TOK|internal;US|NP4|inte,Key pruned (Block size > 500),"All shared keys (['US|TOK|medicine', 'US|NP6|intern', 'US|TOK|internal', 'US|NP4|inte']) exceeded max_block_size"
S1-222832877,S2-404336087,source2,India,Swastik Logistics Private Limited,Swastik Logistics Páte [Limited],"House No 341 A, Sheetla Mata Road Gali No 2, Dc Bhatta Complex, Gurgaon, Haryana","#578 HOUSE NO 341 A, SHEETLA MATA ROAD GALI NO 2, DC BHATTA COMPLEX, GURGAON, Haryana",swastik logistics,swastik logistics pate,True,True,True,False,False,False,India|TOK|swastik;India|NP6|swasti;India|NP4|swas,Key pruned (Block size > 500),"All shared keys (['India|TOK|swastik', 'India|NP6|swasti', 'India|NP4|swas']) exceeded max_block_size"
S1-216137765,S2-190915441,source2,India,Gold Projects Pvt Ltd,ಗೋಲ್ಡ್ ಪ್ರಾಜೆಕ್ಟ್ಸ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,"Flat No.A-1101, 11Th Floor, Advaitha Aksha Apartment A Block, Jakkasandra Grama, Bangalore South, Bangalore, Karnataka","FLAT NO.A-G-1101, 11TH FLOOR, ADVAITHA AKSHA APARTMENT A BLOCK, JAKKASANDRA GRAMA, BANGALORE, BANGALORE SOUTH, Karnataka",gold projects,ಗ ಲಡ ಪರ ಜ ಕಟಸ ಪರ ವ ಟ ಲ ಮ ಟ ಡ,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-861271386,S2-641697413,source2,US,Surgical Peak Care PC,Surgical Peak Ciaec PC,"33 Bond Street, Needham, MA",,surgical peak care pc,surgical peak ciaec pc,True,True,True,False,False,False,US|NP6|surgic;US|TOK|surgical;US|NP4|surg;US|TOK|peak,Key pruned (Block size > 500),"All shared keys (['US|NP6|surgic', 'US|TOK|surgical', 'US|NP4|surg', 'US|TOK|peak']) exceeded max_block_size"
S1-899650223,S2-7578411,source2,India,Aditya Consultancy Limited,adityaconsultancycom,"Abhay Steel House, Baroda Street, Mumbai, Masjid Bunder (East), Office No. 504, Maharashtra","OFFICE NO. 504, ABHAY STEEL HOUSE, BARODA STREET, MASJID BUNDER (EAST), Maharashtra",aditya consultancy,adityaconsultancycom,True,True,False,False,False,False,India|NP6|aditya;India|NP4|adit,Key pruned (Block size > 500),"All shared keys (['India|NP6|aditya', 'India|NP4|adit']) exceeded max_block_size"
S1-305672143,S3-959569017,source3,US,Paa Better Ellington LLC,Paa Ellington LLC Partners,"11714 Pleasant Ridge Drive, Unit Apt 401, Little Rock, AR","11714-11718 Pleasant Ridge Dr, Unit Apt 401, Little Rock, Arkansas",paa better ellington,paa ellington llc partners,False,False,True,False,False,False,US|TOK|ellington,Truncated by max_candidates_per_query,"Shared key survived (['US|TOK|ellington']), but candidate rank exceeded top-200"
S1-245544142,S2-161964275,source2,India,Sdm Software Pvt Ltd,Smt Sdm Pvt (Ltd-Center),"C/O. Manoj Sharma, Village Bichhiya, Post Tuksan, Hathras, Uttar Pradesh","C/O. MANOJ SHARMA, VILLAGE BICHHIYA, POST TUKSAN, HATHRAS, Uttar Pradesh",sdm software,smt sdm pvt ltd center,False,False,False,False,False,False,,Token variation / Substring,Sub-token present in raw candidate name but missed in core name
S1-885742978,S3-975806917,source3,India,Bright Software Pvt Ltd,Dr Bright Softare Pvt Ltd,"3/A20 Shree Leela Appt, Azad Nagar, Kanpur, Uttar Pradesh",,bright software,dr bright softare,False,False,True,False,False,False,India|TOK|bright,Key pruned (Block size > 500),All shared keys (['India|TOK|bright']) exceeded max_block_size
S1-362756764,S2-191718962,source2,India,Aditya Trading Pvt Ltd,आदित्य ट्रेडिंग प्रा. लि.,"Office No J 105 Sector 11 Railway Station, C B D Belapur, Thane, Maharashtra","OFFICE NO J 5-105 SECTOR 11 RAILWAY STATION, C B D BELAPUR, THANE, Maharashtra",aditya trading,आद तय टर ड ग पर ल,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-469630587,S2-190590198,source2,India,Future Estate Private Limited,ફ્યુચર એસ્ટેટ પ્રાઇવેટ લિમિટેડ,"Vadodara, Gujarat, 987-12, Gidc Estate, Makarpura, M.I. Estate, Vadodara","987-12, VADODARA, Gujarat",future estate,ફય ચર એસટ ટ પર ઇવ ટ લ મ ટ ડ,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-541158286,S2-360023070,source2,India,New Estate Pvt Ltd,ನ್ಯೂ ಎಸ್ಟೇಟ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,"No. 1089, Karnataka, 4Th Floor, 5Th Cross, 8Th Main, Bangalore North, Bangalore","NO. 108, 4TH FLOOR, 5TH CROSS, 8TH MAIN, BANGALORE NORTH, BANGALORE, Karnataka",new estate,ನಯ ಎಸಟ ಟ ಪರ ವ ಟ ಲ ಮ ಟ ಡ,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-269808871,S2-198112303,source2,US,Back Alley Tavern,backalley.com,"4500 College Avenue, Unit 2110A, College Park, MD","450 COLLEGE AVENUE, COLLEGE PARK, MD",back alley tavern,backalley,True,True,False,False,False,False,US|NP4|back;US|NP6|backal,Key pruned (Block size > 500),"All shared keys (['US|NP4|back', 'US|NP6|backal']) exceeded max_block_size"
S1-787376995,S3-14612707,source3,US,Global Eagle PC,@globaleagle,"107 Elm Avenue, Dunbar, WV","107-109 Elm Ave, Dunbar, West Virginia",global eagle pc,globaleagle,True,True,False,False,False,False,US|NP4|glob;US|NP6|global,Key pruned (Block size > 500),"All shared keys (['US|NP4|glob', 'US|NP6|global']) exceeded max_block_size"
S1-472424906,S2-221481547,source2,US,Foot & Ankle Associates Inc,>> Foot & Ankle Associates Inc Commission,"2407 Wood Avenue, Kansas City, KS","WOOD AVENUE, KANSAS CITY, KS",foot and ankle associates,foot and ankle associates inc commission,True,True,True,False,False,False,US|TOK|ankle;US|NP4|foot;US|TOK|foot;US|NP6|footan,Key pruned (Block size > 500),"All shared keys (['US|TOK|ankle', 'US|NP4|foot', 'US|TOK|foot', 'US|NP6|footan']) exceeded max_block_size"
S1-588423785,S2-185081294,source2,US,"Pugliese, Roeder & Garcia Affiliated",Solzeta,"5210 Il 130, Olney, IL","IL, PO BOX 7069, 521 IL 130, OLNEY",pugliese roeder and garcia affiliated,solzeta,False,False,False,False,False,False,,"Address similar, Name alias/mismatch","Address shares tokens {'il', '130', 'olney'}, but names share 0 tokens"
S1-176316468,S3-699793662,source3,US,Behavioral Health Care Associates LLC,healthbehavioralcare.com,"TX, 256 Greanead Road, Forestburg","256 1/2 Greanead Rd, NULL, Forestbug, Texas",behavioral health care associates,healthbehavioralcare,False,False,False,False,False,True,US|ADDR|256_greanead,Truncated by max_candidates_per_query,"Shared key survived (['US|ADDR|256_greanead']), but candidate rank exceeded top-200"
S1-9095876,S2-572789911,source2,India,Blue Good Infra Private Limited,બ્લૂ ગુડ ઇન્ફ્રા પ્રાઇવેટ લિમિટેડ,"G-3, Shri Hari Asson, B/H Law College Ground, Ahmadabad City, Ahmedabad, Gujarat","Gujarat, AHMADABAD CITY, SHRI HARI ASSON, B/H LAW COLLEGE GROUND, AHMEDABAD, G-3.",blue good infra,બલ ગ ડ ઇનફર પર ઇવ ટ લ મ ટ ડ,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-464933567,S3-565398475,source3,India,Media Shelters Private Limited,Zetaorbi,"# 139/1, Jail Land, Ambala City, Ambala, Haryana","139, Jail Land, Ambala City, Ambala, HR",media shelters,zetaorbi,False,False,False,False,False,False,,"Address similar, Name alias/mismatch","Address shares tokens {'city', 'land', 'hr', 'ambala', 'jail'}, but names share 0 tokens"
S1-865233353,S3-291913114,source3,India,Perfect Prime Hospitality LLP,परफेक्ट प्राइम हॉस्पिटैलिटी एलएलपी,"Shanti Kunj, Bhondsi, Badshahpur, Bhondsi, Gurgaon, Haryana","Shanti Kunj, Bhondsi, Badshahpur, Bhondsi, Gurgaon, हरियाणा",perfect prime hospitality,परफ कट पर इम ह सप ट ल ट एलएलप,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-855840309,S3-447673856,source3,India,Classic Investments Private Limited,ક્લાસિક ઇન્વેસ્ટમેન્ટ્સ પ્રાઇવેટ લિમિટેડ,"Gujarat, Ellisbridge, Shitiratna, Near Panchvati Circle, 803, Ahmedabad","H.no 189 803, Shitiratna, Near Panchvati Circle, Ahmedabad, Ellisbridge, GJ",classic investments,કલ સ ક ઇનવ સટમ નટસ પર ઇવ ટ લ મ ટ ડ,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-22904457,S2-458831613,source2,US,Primary Care Medicine LLC,Primary Care Care,"5037 25th Place, Cicero, IL","5037-D 25TH PLACE, CICERO, IL",primary care medicine,primary care care,True,True,True,False,False,False,US|TOK|primary;US|TOK|care;US|NP6|primar;US|NP4|prim,Key pruned (Block size > 500),"All shared keys (['US|TOK|primary', 'US|TOK|care', 'US|NP6|primar', 'US|NP4|prim']) exceeded max_block_size"
S1-570942286,S2-297073279,source2,India,Vantage Technologies Private Limited,tpvantage.com,"No. 1994, Kalli Tota, Near Bagewadi Tota Govt. School, Gokak Taluk, Tukkanatti, Belgaum, Karnataka","H.NO 1994, KALLI TOTA, NEAR BAGEWADI TOTA GOVT. SCHOOL, GOKAK TALUK, TUKKANATTI, BELGAUM, ಕರ್ನಾಟಕ",vantage technologies,tpvantage,False,False,False,False,False,True,India|ADDR|1994_kalli,Truncated by max_candidates_per_query,"Shared key survived (['India|ADDR|1994_kalli']), but candidate rank exceeded top-200"
S1-253464227,S3-976026616,source3,US,Pine Community Peak Center,Community,"5048 Walnut Lane, Pine, AZ","5048 Walnut Lane, Pine, AZ",pine community peak center,community,False,False,True,False,False,True,US|TOK|community;US|ADDR|5048_walnut,Truncated by max_candidates_per_query,"Shared key survived (['US|ADDR|5048_walnut']), but candidate rank exceeded top-200"
S1-575231919,S2-901307968,source2,US,Prairie Regional Paceline of Dayton,PRÁIRIEREGIONALPACELINE.COM,"505 Farm To Market 2797, Dayton, TX","505-A FARM TO MARKET 2797, N/A, DAYTON, TX",prairie regional paceline of dayton,prairieregionalpaceline,True,True,False,False,False,False,US|NP6|prairi;US|NP4|prai,Key pruned (Block size > 500),"All shared keys (['US|NP6|prairi', 'US|NP4|prai']) exceeded max_block_size"
S1-405141919,S3-711334462,source3,US,Star Staffing LLC,Star LLC Center,"128 Willerine Drive, Belmont, NC",,star staffing,star llc center,True,False,True,False,False,False,US|TOK|star;US|NP4|star,Key pruned (Block size > 500),"All shared keys (['US|TOK|star', 'US|NP4|star']) exceeded max_block_size"
S1-194528638,S2-976913054,source2,India,Bombay Software Private Limited,ବମ୍ବେ ସଫ୍ଟୱେୟାର୍ ପ୍ରାଇଭେଟ୍ ଲିମିଟେଡ୍,"Khordha, Palasuni Rasulgarh, Plot No.392, Orissa, Bhubaneswar","PLOT NO.392, BHUBANESWAR, KHORDHA, Odisha",bombay software,ବମବ ସଫଟୱ ୟ ର ପର ଇଭ ଟ ଲ ମ ଟ ଡ,False,False,False,False,False,False,,"Address similar, Name alias/mismatch","Address shares tokens {'bhubaneswar', 'khordha', '392', 'plot'}, but names share 0 tokens"
S1-654078241,S2-27298391,source2,India,Southern Estate,सदर्न एस्टेट,"F-21, S/F, Lado Sarai, New Delhi, South West Delhi, Delhi","F-22, S/F, LADO SARAI, NEW DELHI, SOUTH WEST DELHI, Delhi",southern estate,सदरन एसट ट,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-861032717,S3-549678242,source3,US,J/U Earths LLC,J/U LLC Center,"11304 Templeton Drive, Cincinnati, OH",,j u earths,j u llc center,False,False,False,False,False,False,,Candidate address missing,"Cand address is missing (nan), and names share no blocking key"
S1-602338402,S2-109947876,source2,India,New Engineering Private Limited,न्यू इंजीनियरिंग प्राइवेट लिमिटेड,"6/5, Block-6 Tilak Nagar, New Delhi, Delhi","A-6/5, NEW DELHI, Delhi",new engineering,नय इ ज न यर ग पर इव ट ल म ट ड,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-732445076,S3-982545136,source3,India,Life Investments Private Limited,लाइफ इन्वेस्टमेंट्स प्राइवेट लिमिटेड,"C/O Sachidanand Sharma, 7 Hf 6/4, B H Colony Near Agamkuan Ps, Kankarbagh, Patna, Bihar","C/o Sachidanand Sharma, Patna, BR",life investments,ल इफ इनव सटम टस पर इव ट ल म ट ड,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-594053730,S3-904479673,source3,India,All Agro Private Limited,ऑल एग्रो प्राइवेट लिमिटेड,"A-55, Vasant Kunj, New Delhi, Delhi","A-0055, South West Delhi, New Delhi, DL",all agro,ऑल एगर पर इव ट ल म ट ड,False,False,False,False,False,True,India|UNIT|a55,Truncated by max_candidates_per_query,"Shared key survived (['India|UNIT|a55']), but candidate rank exceeded top-200"
S1-827434499,S3-555625495,source3,India,Eclectic Consultants,Edectic Consultants,"16, Sneh Sarita Appartment, 5, Pushp Kunj Society, Kankaria, Ahmedabad, Gujarat","Block B-688 16, Sneh Sarita Appartment, 5, Pushp Kunj Society, Kankaria, Ahmedabad, GJ",eclectic consultants,edectic consultants,False,False,True,False,False,False,India|TOK|consultants,Key pruned (Block size > 500),All shared keys (['India|TOK|consultants']) exceeded max_block_size
S1-21691801,S3-742867732,source3,US,Liberty League,Liberty Lgaeeu,"163 Rustic Street, Unit Unit 2, Rochester, NY","16 Rustic St, Unit Unit 2, Rochester, New York",liberty league,liberty lgaeeu,True,True,True,False,False,False,US|TOK|liberty;US|NP6|libert;US|NP4|libe,Key pruned (Block size > 500),"All shared keys (['US|TOK|liberty', 'US|NP6|libert', 'US|NP4|libe']) exceeded max_block_size"
S1-288982338,S2-784932553,source2,India,Renown Institute Pvt Ltd,Belodrexkelo,"501, Om Amey Chs Ltd, 5Th Floor, Opp. Odeon Swimming Pool, Ghatkopar (East), Mumbai, Maharashtra","HN 275 501, MUMBAI, GHATKOPAR (EAST), Maharashtra",renown institute,belodrexkelo,False,False,False,False,False,False,,"Address similar, Name alias/mismatch","Address shares tokens {'east', 'ghatkopar', '501', 'mh', 'mumbai'}, but names share 0 tokens"
S1-174261615,S2-195711748,source2,India,Laxmi Exports Limited,लक्ष्मी एक्सपोर्ट्स लिमिटेड,"G-21, Ghaziabad, 2Nd Floor, Durga Enterprises, Durga Industrial Park, Gt Road, Ghaziabad, Uttar Pradesh","G-C-21, 2ND FLOOR, DURGA ENTERPRISES, DURGA INDUSTRIAL PARK, GT ROAD, GHAZIABAD, Uttar Pradesh",laxmi exports,लकषम एकसप रटस ल म ट ड,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-756886721,S3-452811748,source3,India,Kriya Holdings,Fluxaria,"Orissa, Jobra, Geeta Memorial Hospitalgmhatdasasahi, Cuttack","Cuttack, Jobra, Orissa, Geeta Memorial Hospitalgmhatdasasahi",kriya holdings,fluxaria,False,False,False,False,False,False,,"Address similar, Name alias/mismatch","Address shares tokens {'memorial', 'cuttack', 'orissa', 'hospitalgmhatdasasahi', 'jobra', 'geeta'}, but names share 0 tokens"
S1-822296117,S3-873506813,source3,US,Roberts Continental Lafayette Clinic,Roberts Continenta1 Lafayette Lafayette Clinic Corp,"25 Yellowstone Trail, Livingston, MT","25-27 Yellowstone Trail, Montana, Livingston",roberts continental lafayette clinic,roberts continenta1 lafayette lafayette clinic,True,True,True,False,False,False,US|NP6|robert;US|TOK|clinic;US|TOK|roberts;US|NP4|robe;US|TOK|lafayette,Truncated by max_candidates_per_query,"Shared key survived (['US|TOK|lafayette']), but candidate rank exceeded top-200"
S1-942252068,S3-730397995,source3,US,Polaris LLC,Polaris LLC  Service Enterprises,"14637 Labrador Avenue, Fontana, CA",,polaris,polaris llc service enterprises,True,True,True,False,False,False,US|NP4|pola;US|NP6|polari;US|TOK|polaris,Truncated by max_candidates_per_query,"Shared key survived (['US|NP4|pola', 'US|NP6|polari', 'US|TOK|polaris']), but candidate rank exceeded top-200"
